index,datetime,ticker,price,prev_close,change,volume,perf_week,perf_month,perf_quarter,perf_year,perf_ytd,1_day_article_count,1_day_sentiment_avg,2_day_article_count,2_day_sentiment_avg,3_day_article_count,3_day_sentiment_avg,4_day_article_count,4_day_sentiment_avg,7_day_article_count,7_day_sentiment_avg,10_day_article_count,10_day_sentiment_avg,14_day_article_count,14_day_sentiment_avg,21_day_article_count,21_day_sentiment_avg,28_day_article_count,28_day_sentiment_avg,42_day_article_count,42_day_sentiment_avg,60_day_article_count,60_day_sentiment_avg,75_day_article_count,75_day_sentiment_avg,90_day_article_count,90_day_sentiment_avg,100_day_article_count,100_day_sentiment_avg,120_day_article_count,120_day_sentiment_avg,150_day_article_count,150_day_sentiment_avg,180_day_article_count,180_day_sentiment_avg
34,3/6/2023,AAPL,153.83,151.03,1.85,87299122,4,2,3.72,-7.46,18.39,100,0.1131,100,0.1131,100,0.1131,100,0.1131,100,0.1131,200,0.098852,200,0.098852,600,0.131009,700,0.133796143,700,0.133796143,1400,0.0730015,2400,0.07042775,3400,0.062571618,3800,0.04696,5100,0.037967843,6200,0.039450677,7399,0.051195959
35,12/10/2023,AAPL,195.71,194.27,0.74,52361377,2.34,7.01,9.12,38.86,50.63,100,0.084055,100,0.084055,100,0.084055,100,0.084055,100,0.084055,200,0.1146835,400,0.1163605,500,0.1071996,600,0.106498833,800,0.100586375,1000,0.0924434,1300,0.094350846,1600,0.091180938,1600,0.091180938,1600,0.091180938,1600,0.091180938,1600,0.091180938
36,12/25/2023,AAPL,193.6,194.68,-0.55,37005061,-2.01,1.2,9.95,42.93,49,100,0.016924,100,0.016924,100,0.016924,100,0.016924,100,0.016924,200,0.053413,200,0.053413,400,0.07716,700,0.098575286,900,0.095953111,1200,0.083958083,1300,0.088386077,1600,0.090696625,1900,0.088604211,1900,0.088604211,1900,0.088604211,1900,0.088604211
37,1/20/2022,AAPL,166.23,169.8,-2.1,94060872,-5.05,-2.87,11.74,25.9,-6.39,100,0.103445,100,0.103445,100,0.103445,100,0.103445,100,0.103445,200,0.0991905,200,0.0991905,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333
38,1/20/2022,AAPL,166.23,169.8,-2.1,94060872,-5.05,-2.87,11.74,25.9,-6.39,100,0.103445,100,0.103445,100,0.103445,100,0.103445,100,0.103445,200,0.0991905,200,0.0991905,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333
39,1/20/2022,AAPL,166.23,169.8,-2.1,94060872,-5.05,-2.87,11.74,25.9,-6.39,100,0.103445,100,0.103445,100,0.103445,100,0.103445,100,0.103445,200,0.0991905,200,0.0991905,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333
40,1/20/2022,AAPL,166.23,169.8,-2.1,94060872,-5.05,-2.87,11.74,25.9,-6.39,100,0.103445,100,0.103445,100,0.103445,100,0.103445,100,0.103445,200,0.0991905,200,0.0991905,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333,300,0.111098333
41,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
42,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
43,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
44,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
45,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
46,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
47,1/25/2022,AAPL,161.62,162.41,-0.49,162034053,-6.62,-7.98,8.7,13.08,-8.98,100,0.087489,100,0.087489,200,0.0917185,300,0.105972,400,0.10534025,400,0.10534025,500,0.1032594,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167,600,0.108535167
